respondent_id,lhj_code,region,size,agency,supervisor_status,,pref_formats,pref_notify,pref_barriers,barriers_others,pref_location,other_topics,fam_train,prof_dev_train,pref_train_participated,pref_train_recat,pref_train_other
_166,ZKQ,Region 2,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Retreats (1 or 2-day sessions)",Email,"Location,Time of the year,Logistics of travel,Family Responsibilities",NA,"Great Falls,Havre",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2024 (Missoula),Confluence 2025 (Helena),Montana Public Health 101,Virtual MT PHTC Trainings","Summer Institute,Confluence,Confluence,Montana Public Health 101,Virtual MT PHTC Trainings",NA
_167,DDI,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops)",Email,"Location,Time of the year,Logistics of travel,Costs",NA,"Billings,Glasgow,Glendive,Great Falls,Havre,Miles City ,Sidney",NA,I have created an account and taken some of the available trainings.,Yes,"Virtual MT PHTC Trainings,Other (please specify)","Virtual MT PHTC Trainings,Other (please specify)","MTUPP Summit 2024, CHSP 2023 & 2024, CPS Tech Update 2025"
_168,DDI,Region 1,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops)",Email,"Location,Logistics of travel,Can't leave department / no back up",NA,"Glasgow,Glendive,Miles City ,Sidney","Training sessions offered have been great, I just haven't had time to take advantage of them.",I have created an account and taken some of the available trainings.,Yes,"2024 MT Public Health Summer Institute (Helena),Confluence 2024 (Missoula),2023 AMPHO Mentorship Program","Summer Institute,Confluence,2023 AMPHO Mentorship Program",NA
_169,ACX,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)","Email,Connected Community,Digital Newsletter,Social media,Organization / Agency Websites",Other (please specify),Still fairly new and getting things figured out,"Great Falls,Havre",NA,I have created an account.,No,NA,NA,NA
_170,VKQ,Region 2,Frontier,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Other (please specify),"Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities,Topics that do not interest me,Can't leave department / no back up,Not allowed work time to participate,Costs,Technology",NA,"Great Falls,Havre",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_171,ACX,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Lectures,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Location,Time of the year,Logistics of travel,Costs",NA,Great Falls,NA,I have heard of it but not created an account.,Yes,"Montana Public Health 101,UM Public Health Certificate Program ,Virtual MT PHTC Trainings","Montana Public Health 101,UM Public Health Certificate Program ,Virtual MT PHTC Trainings",NA
_172,ACX,Region 2,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Retreats (1 or 2-day sessions)",Email,"Location,Family Responsibilities,Topics that do not interest me",NA,"Great Falls,Havre",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena)","Summer Institute,Summer Institute",NA
_173,YNM,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Multi-session series of trainings",Email,"Not allowed work time to participate,Costs",NA,"Billings,Great Falls",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena)","Summer Institute,Summer Institute,Confluence,Confluence,Confluence",NA
_174,YKE,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,Costs,NA,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_175,YKE,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components)","Email,Digital Newsletter,Social media","Location,Time of the year,Logistics of travel,Topics that do not interest me,Can't leave department / no back up,Costs",NA,"Butte,Great Falls,Havre,Helena",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2024 (Missoula),Confluence 2025 (Helena),APHA 2024 Annual Meeting","Summer Institute,Summer Institute,Confluence,Confluence,APHA Annual Meeting",NA
_176,JSO,Region 3,Large,County Health Department,Executive,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings",Email,"Logistics of travel,Topics that do not interest me,Costs,Other (please specify)",Time Commitment,Billings,NA,I have heard of it but not created an account.,Yes,"Confluence 2023 (Billings),APHA 2023 Annual Meeting","Confluence,APHA Annual Meeting",NA
_177,EUP,Region 2,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Unaware of training events,Location,Topics that do not interest me,Can't leave department / no back up,Costs",NA,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2025 (Helena),Montana Public Health 101,Other (please specify)","Confluence,Montana Public Health 101,Other (please specify)",NEW SIT Training (DPHHS-Helena 2025)
_178,HPF,Region 4,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops)",Email,Unaware of training events,NA,Bozeman,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_179,ACX,Region 2,Small,County Health Department,Non-supervisor,,Group meetings,Email,"Location,Costs",NA,"Great Falls,Havre,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Virtual MT PHTC Trainings","Summer Institute,Summer Institute,Virtual MT PHTC Trainings",NA
_180,YKE,Region 2,Small,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,Costs,NA,"Great Falls,Havre,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"ToP Facilitation Methods (Helena, June 2024)",2024 ToP Facilitation Methods,NA
_181,DDI,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops)",Email,Can't leave department / no back up,NA,Miles City,NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_182,HVJ,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Blended (combination of online and in-person components)",Email,"Location,Time of the year,Logistics of travel,Costs",NA,"Billings,Great Falls",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_183,DDI,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings",Email,"Location,Family Responsibilities",NA,"Billings,Glasgow,Glendive,Miles City ,Sidney",I am always opened to new training topics.,I have created an account and taken some of the available trainings.,Yes,"Montana Public Health 101,Virtual MT PHTC Trainings","Montana Public Health 101,Virtual MT PHTC Trainings",NA
_184,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Retreats (1 or 2-day sessions),Multi-session series of trainings",Email,"Unaware of training events,Logistics of travel,Family Responsibilities,Costs",NA,"Bozeman,Butte,Helena,Missoula",NA,I have created an account.,Yes,Other (please specify),Other (please specify),"Breastfeeding conference, Perinatal Conference,"
_185,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,"Family Responsibilities,Can't leave department / no back up,Not allowed work time to participate,Costs",NA,"Butte,Helena",NA,I have created an account.,No,NA,NA,NA
_186,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Job shadowing",Email,Other (please specify),Just haven't been in position long enough to have done any of the things on the list,"Bozeman,Butte,Great Falls,Helena,Missoula",NA,I have created an account.,No,NA,NA,NA
_187,ZAP,Region 4,Large,County Health Department,Supervisor,,Group meetings,Email,Costs,NA,Butte,NA,I have created an account.,Yes,"2024 MT Public Health Summer Institute (Helena),New to Public Health Residency Program","Summer Institute,New to Public Health Residency Program",NA
_188,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings",Email,Topics that do not interest me,NA,Butte,NA,I have created an account.,Yes,Other (please specify),Other (please specify),MT Train User Training
_189,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Toolkit / Resource Manual,Job shadowing","Email,Organization / Agency Websites",Unaware of training events,NA,"Bozeman,Butte,Helena,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_190,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"Group meetings,Lectures,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings",Email,Unaware of training events,NA,"Butte,Helena",NA,I have created an account.,No,NA,NA,NA
_191,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Unaware of training events,Family Responsibilities,Other (please specify)",There is a lot to do. It has to be planned in advance,"Bozeman,Butte,Helena,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),I take a minimum of 20 hrs of CEUS per year for my license.
