"","lhj_code","region","size","agency","supervisor_status","current_yrs","agency_yrs","ph_practice_yrs","ph_mangmt_yrs","f_love_job","f_treated_fairly","f_work_life_balance","f_paid_fairly","f_happy_input","f_manage_demands","f_psych_safe","f_voice_concerns","s_job","s_org","s_work_unit","s_supervisor","s_pay","s_benefits","s_treated_fair_age","s_treated_fair_race","s_treated_fair_gender","s_treated_fair_sex_orient","s_treated_fair_diability","s_sup_interpersonal_skills","s_belonging_work_unit","s_belonging_agency","comments","mental_emotional_health","s_comfort_using_PTO","s_able_complete_40hr","have_to_do_more","s_agency_mh_policy_support","burnout","well_participate","well_org","well_org_other","well_interest","well_interest_type","well_interest_type_other","considering_leaving","leaving_plans","leaving_plans_other","leaving_org_reasons","leaving_orgs_reasons_other","why_staying","why_staying_other","Retirement_year","gender","gender_other","race","Race_other","age","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","publichealth_phd_other","phd_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","current_credentials","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","highest_degree","sup_status","sup_status_recat","retire_recat","leave_or_retire","burnout_recat","s_job_recat","s_org_recat","s_work_unit_recat","s_supervisor_recat","s_pay_recat","s_benefits_recat","s_treated_fair_age_recat","s_treated_fair_race_recat","s_treated_fair_gender_recat","s_treated_fair_sex_orient_recat","s_treated_fair_diability_recat","s_sup_interpersonal_skills_recat","s_belonging_work_unit_recat","s_belonging_agency_recat","s_comfort_using_PTO_recat","s_able_complete_40hr_recat","s_agency_mh_policy_support_recat","f_love_job_recat","f_treated_fairly_recat","f_work_life_balance_recat","f_paid_fairly_recat","f_happy_input_recat","f_manage_demands_recat","f_psych_safe_recat","f_voice_concerns_recat","region_color_cat","degree_recat","age_group","age_group_lg","max_yrs","max_yrs_cat","satisfied_job","leave_retire2"
"227","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,"Usually","Almost Always","Always","Usually","Usually","Almost Always","Almost Always","Almost Always","Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree",NA,"Good","Strongly Agree","Strongly Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Sound therapy,Guided meditation",NA,"Yes","Take a non-governmental job not in public health",NA,"job instability, layoffs),job satisfaction",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,39,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certified Community Health Worker",NA,"Yes","Other Certification (please specify)","paralegal","High school or equivalent","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Some","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","35-44","35-54",4,"0-4","satisfied with job","leaving OR retiring"
"228","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",7,7,8,NA,"Almost Always","Always","Usually","Usually","Almost Always","Almost Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Excellent","Strongly Agree","Strongly Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that won't go away","Yes","Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching",NA,"Yes","Other (please specify)","Use graduate degree","better opportunities outside the agency",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,31,"MSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker",NA,"Yes","Licensed Clinical Social Worker (LCSW)",NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",8,"5-9","satisfied with job","leaving OR retiring"
"229","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,5,5,NA,"Sometimes","Usually","Sometimes","Always","Rarely","Sometimes","Usually","Usually","Disagree","Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree",NA,"Good","Agree","Disagree","Disagree","Disagree","I have one or more symptoms of burnout that won't go away","Yes","Workplace",NA,"Yes","Sound therapy,Art therapy",NA,"Yes","Take a non-governmental job not in public health",NA,"better opportunities outside the agency,job satisfaction,lack of acknowledgement / recognition,lack of opportunities for advancement,lack of training,leadership changeover,organizational climate / culture,stress,work overload / burnout",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,29,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Chronic or Complete","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Sometimes","Usually/Always","Sometimes","Usually/Always","Rarely/Never","Sometimes","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",5,"5-9","not satisfied with job","leaving OR retiring"
"230","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,"Sometimes","Usually","Sometimes","Usually","Usually","Always","Always","Always","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,flexible work schedule,lack of stress,organizational climate / culture,satisfaction with your supervisor",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,53,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certified Community Health Worker",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Sometimes","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","45-54","35-54",4,"0-4","satisfied with job","staying"
"231","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",5,5,5,NA,"Usually","Always","Usually","Sometimes","Always","Usually","Always","Always","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","We have a very healthy, supportive, kind, engaging work environment and team. :)","Good","Strongly Agree","Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Art therapy,Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,flexible work schedule,job satisfaction,job stability,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"American Indian or Alaska Native,White",NA,40,"High school or equivalent,BS/BA,JD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",5,"5-9","satisfied with job","staying"
"232","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",17,17,17,NA,"Usually","Almost Always","Usually","Rarely","Almost Always","Almost Always","Almost Always","Always","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",NA,"Very Good","Strongly Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Insurance provider,Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,organizational climate / culture,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,55,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Certified in Public Health (CPH),Physical Activity in Public Health Specialist (PAPHS)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Rarely/Never","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","55-64","55+",17,"10+","satisfied with job","staying"
"233","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",11,11,11,NA,"Always","Always","Always","Usually","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Excellent","Agree","Agree","Agree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"Yes","Wellness coaching,Sound therapy,Art therapy,Wellness Champions Program,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,organizational climate / culture,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,34,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker,Other Certification (please specify)","Birth Doula","Yes","Diabetes Educator Certification (CDE),Licensed Clinical Social Worker (LCSW)",NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","18-34","18-34",11,"10+","satisfied with job","staying"
"234","LVI","Region 4","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Always","Always","Always","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","My Boss, Lauren Bolton, does a phenomenal job. SheÃ¢â‚¬â„¢s beyond understanding when it comes to family loss, sick kids, life happenings. SheÃ¢â‚¬â„¢s always encouraging and supportive. She strikes a rare balance between professionalism and approachability, always making time to support the team while also challenging us to grow. Her leadership fosters a positive, productive work environment where everyone feels valued and heard. IÃ¢â‚¬â„¢ve learned so much under her guidance and am genuinely grateful for the experience.","Excellent","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"Yes","Art therapy,Wellness Champions Program,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,exciting and challenging work,flexible work schedule,job satisfaction,job stability,opportunities for advancement,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,26,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Certification (please specify)","Breastfeeding Peer Counselor","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","18-34","18-34",1,"0-4","satisfied with job","staying"
"235","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,3,3,NA,"Usually","Always","Almost Always","Almost Always","Almost Always","Sometimes","Always","Almost Always","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Disagree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,job stability,organizational climate / culture,pride in the organization and its mission,remote work policies,satisfaction with your supervisor,support from coworkers,unsatisfactory opportunities outside of the agency",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,42,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",3,"0-4","satisfied with job","staying"
"236","DDI","Region 1","Medium","County Health Department","Executive: member of senior executive service or equivalent",NA,1,1,NA,"Always","Rarely","Rarely","Rarely","Always","Always","Rarely","Rarely","Strongly Agree","Agree","Agree","Agree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","I am a one person Contracted Unit so this is crap","Excellent","Disagree","Disagree","Disagree","Disagree","I have one or more symptoms of burnout that won't go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"other","I own it","I am not planning to retire before 2030","Prefer not to answer",NA,"Other (please specify)","Italian",74,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Other Certification (please specify)","RS","No",NA,NA,"Bachelors","Executive","Supervisor/Executive","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Usually/Always","Rarely/Never","Rarely/Never","Rarely/Never","Usually/Always","Usually/Always","Rarely/Never","Rarely/Never","Region 1 and 2","Bachelors or higher","65-74","55+",1,"0-4","satisfied with job","staying"
"237","XHF","Region 2","Small","Tribal Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Always","Usually","Usually","Never","Rarely","Almost Always","Sometimes","Never","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree",NA,"Fair","Disagree","Agree","Strongly Agree","Strongly Disagree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Art therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,exciting and challenging work,job satisfaction,pride in the organization and its mission,support from coworkers",NA,"I am not planning to retire before 2030","Man",NA,"American Indian or Alaska Native",NA,29,"Associate's degree in nursing,Other associate degree (please specify)","Health Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Other Certification (please specify)","Certified Nursing Assistant","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES),Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Diabetes Educator Certification (CDE),Infection Control Certification (CIC),Laboratory Certification,Licensed Clinical Social Worker (LCSW),Nurse certification (RN, LPN, NP, BSN)",NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Usually/Always","Usually/Always","Usually/Always","Rarely/Never","Rarely/Never","Usually/Always","Sometimes","Rarely/Never","Region 1 and 2","less than Bachelors","18-34","18-34",1,"0-4","satisfied with job","staying"
