lhj_code,region,size,agency,supervisor_status,current_yrs,agency_yrs,ph_practice_yrs,ph_mangmt_yrs,f_love_job,f_treated_fairly,f_work_life_balance,f_paid_fairly,f_happy_input,f_manage_demands,f_psych_safe,f_voice_concerns,s_job,s_org,s_work_unit,s_supervisor,s_pay,s_benefits,s_treated_fair_age,s_treated_fair_race,s_treated_fair_gender,s_treated_fair_sex_orient,s_treated_fair_diability,s_sup_interpersonal_skills,s_belonging_work_unit,s_belonging_agency,comments,mental_emotional_health,s_comfort_using_PTO,s_able_complete_40hr,have_to_do_more,s_agency_mh_policy_support,burnout,considering_leaving,leaving_plans,leaving_plans_other,leaving_org_reasons,leaving_orgs_reasons_other,why_staying,why_staying_other,Retirement_year,gender,gender_other,race,Race_other,age,Degrees,assoc_degree_other,bach_degree_other,master_degree_other,publichealth_phd_other,phd_other,degree_pursuing,pursuing_degree_asso_other,pursuing_degree_bach_other,pursuing_degree_master_other,pursuing_degree_phPhd_other,pursuing_degree_phd_other,degree_concentration_other,primary_concentration_degree,primary_concentration_degree_other,current_credentials,current_credentials_list,credentials_interest,credentials_interest_list,credentials_interest_list_other
NDQ,Region 3,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Sometimes,Sometimes,Always,Almost Always,Almost Always,Always,Almost Always,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,"I have come to the point where I do not want to bring fresh ideas to the table. As in the past when I brought fresh ideas to the table they did not last but was reused for others ""ideas"" later on. So, I am working around burn out in the job.",Good,Disagree,Agree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job stability,Pay,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Certification (please specify),CMAA,Yes,"Certified in Public Health (CPH),Nurse certification (RN, LPN, NP, BSN)",NA
TDK,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,6,7,NA,Always,Almost Always,Almost Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Organizational climate / culture,Pay,Pride in the organization and its mission,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities,Unsatisfactory opportunities outside of the agency,Other (please specify)",I am the only remote employee the RCHD has and would have this opportunity else where,I am not planning to retire before 2030,Woman,NA,White,NA,60,"High school or equivalent,Other associate degree (please specify)",Business Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
HPF,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,5,7,NA,Almost Always,Always,Always,Always,Usually,Almost Always,Almost Always,Almost Always,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Job satisfaction,Job stability,Lack of stress,Organizational climate / culture,Pay",NA,I am not planning to retire before 2030,Woman,NA,White,NA,30,"High school or equivalent,BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Epidemiology,NA,Not formally certified,NA,No,NA,NA
KRO,Region 1,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,2,NA,Usually,Always,Almost Always,Usually,Almost Always,Almost Always,Always,Always,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Very Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Job stability,Organizational climate / culture,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,Hispanic or Latino,NA,39,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Diabetes Educator Certification (CDE)",NA
TDK,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",NA,NA,NA,NA,Almost Always,Always,Almost Always,Always,Always,Almost Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,none,Very Good,Agree,Agree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,61,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
TDK,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",20,20,20,NA,Always,Always,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,truly like my job,Very Good,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Opportunities for advancement,Organizational climate / culture,Pay,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,2027,Woman,NA,Hispanic or Latino,NA,62,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certified Community Health Worker,NA,No,NA,NA
ZGF,Region 4,Frontier,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,1,16,1,Almost Always,Usually,Almost Always,Always,Almost Always,Almost Always,Usually,Usually,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,We are a department of 1.25 FTE with myself being the 1.0.  It is hard to rank some of these being the only team member most of the time.,Good,Strongly Agree,Agree,Agree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Pride in the organization and its mission,Training opportunities,Other (please specify)",working with the public,2029,Woman,NA,White,NA,60,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
QGZ,Region 1,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,Almost Always,Always,Almost Always,Usually,Always,Almost Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Good,Strongly Agree,Strongly Agree,Agree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Opportunities for advancement,Organizational climate / culture,Remote work policies,Satisfaction with your supervisor,Support from coworkers,Training opportunities,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,White,NA,28,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Infection Control Certification (CIC),Physical Activity in Public Health Specialist (PAPHS)",NA
ZGF,Region 4,Frontier,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",7,7,7,NA,Usually,Usually,Rarely,Sometimes,Sometimes,Almost Always,Almost Always,Usually,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,It depends on the day if i feel like I am a part of the team or not.  Sometimes there is a lack of communication,Fair,Disagree,Agree,Strongly Agree,Disagree,I have one or more symptoms of burnout that won't go away,Yes,Retire,NA,"Reasons unrelated to my job (e.g., family obligations, health reasons, lack of affordable child-care options, moving, etc.)",NA,NA,NA,2026,Woman,NA,White,NA,65,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
RIP,Region 4,Frontier,County Health Department,Executive: member of senior executive service or equivalent,11,11,11,11,Sometimes,Usually,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Usually,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Good,Disagree,Agree,Strongly Agree,Agree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,Other (please specify),strong duty to my community,I am not planning to retire before 2030,Woman,NA,White,NA,47,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
FHK,Region 1,Frontier,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",NA,NA,NA,NA,Almost Always,Almost Always,Rarely,Usually,Always,Almost Always,Always,Always,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,NA,Very Good,Strongly Agree,Disagree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Pride in the organization and its mission,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,61,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
PRF,Region 4,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,7,10,NA,Always,Always,Almost Always,Almost Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,58,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH),Nurse certification (RN, LPN, NP, BSN)",NA
NCJ,Region 2,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,1,NA,Almost Always,Always,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Good,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,I have no symptoms of burnout,Yes,Pursue further education,NA,"Reasons unrelated to my job (e.g., family obligations, health reasons, lack of affordable child-care options, moving, etc.)",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,20,"High school or equivalent,I am currently pursuing a degree",NA,NA,NA,NA,NA,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,Yes,"Certified Community Health Worker,Certified in Public Health (CPH)",NA
WBE,Region 1,Frontier,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,15,3,NA,Usually,Always,Almost Always,Always,Almost Always,Usually,Almost Always,Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,Good,Disagree,Agree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,28,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
TDK,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",9,9,9,NA,Almost Always,Always,Always,Almost Always,Almost Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,45,Other associate degree (please specify),Respiratory Therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other Certification (please specify),Registered Respiratory Therapist,No,NA,NA
CYQ,Region 5,Small,Tribal Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,NA,8,NA,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Very Good,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Opportunities for advancement,Organizational climate / culture,Pay,Pride in the organization and its mission,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,American Indian or Alaska Native,NA,56,Other associate degree (please specify),2- AA's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Certified Health Education Specialist (CHES or Master CHES),NA,No,NA,NA
KNN,Region 1,Frontier,County Health Department,Executive: member of senior executive service or equivalent,8,8,12,8,Almost Always,Usually,Usually,Usually,Almost Always,Usually,Almost Always,Usually,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,"The team I have developed, works well together.",Very Good,Agree,Agree,Strongly Agree,Disagree,I have one or more symptoms of burnout that come and go away,Yes,Retire,NA,"Lack of flexible work schedule (e.g., flex hours),Remote work policies",NA,NA,NA,2026,Woman,NA,White,NA,62,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
